"code","iso","country","AGSUB.1955","AGSUB.1956","AGSUB.1957","AGSUB.1958","AGSUB.1959","AGSUB.1960","AGSUB.1961","AGSUB.1962","AGSUB.1963","AGSUB.1964","AGSUB.1965","AGSUB.1966","AGSUB.1967","AGSUB.1968","AGSUB.1969","AGSUB.1970","AGSUB.1971","AGSUB.1972","AGSUB.1973","AGSUB.1974","AGSUB.1975","AGSUB.1976","AGSUB.1977","AGSUB.1978","AGSUB.1979","AGSUB.1980","AGSUB.1981","AGSUB.1982","AGSUB.1983","AGSUB.1984","AGSUB.1985","AGSUB.1986","AGSUB.1987","AGSUB.1988","AGSUB.1989","AGSUB.1990","AGSUB.1991","AGSUB.1992","AGSUB.1993","AGSUB.1994","AGSUB.1995","AGSUB.1996","AGSUB.1997","AGSUB.1998","AGSUB.1999","AGSUB.2000","AGSUB.2001","AGSUB.2002","AGSUB.2003","AGSUB.2004","AGSUB.2005","AGSUB.2006","AGSUB.2007","AGSUB.2008","AGSUB.2009","AGSUB.2010","AGSUB.2011"
508,"MOZ","Mozambique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4779559,-0.4560313,-0.3017093,-0.1432488,-0.2630549,-0.1905636,-0.1570194,-0.1953699,-0.4515378,-0.4926324,-0.5232254,-0.2811425,-0.1641513,-0.1399042,-0.0496161,-0.0227714,-0.0229767,-0.0145304,-0.0273271,0.0151071,0.0336196,0.0376002,0.0531572,0.0568453,0.0471166,0.0435429,0.0552506,0.0933883,0.0941379,0.1416831,0.0248392,0.0194207,0.038009,0.0452537,0.2390875,NA
104,"MMR","Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"NAM","Namibia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",NA,0.3754722,0.4832437,0.3928317,0.4747616,0.3620122,0.4996818,1.142254,0.9715723,0.9004953,1.057394,1.012498,0.998617,1.082268,1.042017,0.9508231,1.061397,0.9377664,0.5953108,0.4455822,0.669828,1.126739,0.9012432,0.8030208,0.9428722,0.7869427,1.032485,1.153176,1.348491,1.046248,0.9158437,1.035275,0.8782681,0.7239411,0.430726,0.4932455,0.6061472,0.5093208,0.5630586,0.4947296,0.4371321,0.3957027,0.4362273,0.5229059,0.6227841,0.4251903,0.3411699,0.4461762,0.4747278,0.4179307,0.2541004,0.2243134,0.1325223,0.1164901,0.1143428,0.0843299,0.0668314
530,"ANT","Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",0.0176572,0.0176572,0.0176572,0.0176572,0.0176572,0.0176572,0.0176572,0.0176572,0.0176572,0.0176572,0.0177482,0.018546,0.0224742,0.0203129,0.017858,0.0430176,0.0480256,0.0480759,0.0545606,0.0574229,0.219579,0.1232939,0.123835,0.1242403,0.204003,0.2430293,0.2223614,0.2995411,0.3800811,0.2990193,0.3208975,0.2576393,0.2334309,0.1475776,0.0856409,0.0639472,0.0312382,0.0253681,0.022747,0.0272784,0.03356,0.0259504,0.0273709,0.0214999,0.0234695,0.0161702,0.0154624,0.0217605,0.0315936,0.0351092,0.0323305,0.0057877,0.0076292,0.0058759,0.0043981,0.0055691,0.0079534
558,"NIC","Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0534423,-0.0216873,0.0521068,-0.1034174,-0.0877294,-0.1484913,-0.1518003,-0.1174261,-0.0604564,-0.0083161,-0.0439867,-0.0342385,-0.0882826,-0.0141863,-0.0849133,-0.1741043,-0.2698793,-0.262655,-0.1258699,-0.1230116,NA
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,NA,NA,NA,0.2271701,0.2647195,0.1575438,0.1776618,0.1500283,0.2026294,0.0663056,0.1216837,0.053797,-0.02744,0.0782036,0.1355567,0.0898998,0.0594205,0.1289032,0.1804877,-0.0451875,-0.0152723,0.0679971,0.1534999,0.1819061,0.2575692,-0.1160819,-0.00818,0.0252075,0.051265,0.2006933,0.0884306,0.0427605,0.0214256,0.1384465,-0.0247923,-0.0805565,0.1407991,0.0333608,-0.0609501,0.0057183,0.0244839,0.0195853,-0.0534788,-0.0295226,-0.051759,-0.0874999,-0.0490618,0.0267369,0.0374922,-0.1270587,-0.0317052,0.2218915,-0.0081951,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,"NFK","Norfolk Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.050314,1.683424,1.682064,1.734778,1.72794,1.665141,2.514666,3.188778,3.012024,2.303885,1.954162,2.639953,2.671229,2.218595,2.17323,2.043244,1.58559,1.548082,1.808645,2.270695,2.323187,1.683957,1.563213,2.227114,1.556,1.240394,1.205641,1.223447,0.630662,0.7530653,0.937641,0.9454867,0.7844854
512,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",NA,NA,NA,NA,NA,NA,NA,0.0479183,0.0442339,-0.1129488,0.1067384,0.1208955,0.1674758,0.1561819,0.2155596,0.3323954,0.3490703,0.3047206,-0.3603616,-0.2858312,-0.1354344,-0.105908,-0.0787415,-0.0289899,-0.0749983,-0.1408504,-0.1500847,0.0463754,-0.0537641,-0.0240041,-0.0434716,-0.0348826,-0.0097321,-0.0026885,-0.1087636,-0.2164025,-0.0913863,-0.0117222,0.0007334,-0.026359,-0.0329861,-0.0453524,-0.09734,0.0072287,0.0870452,0.1232836,0.0077194,-0.0506029,-0.0166902,-0.0058995,-0.0124454,-0.0507075,-0.1305092,-0.1866426,-0.0526344,-0.0386803,NA
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"PNG","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"PHL","Philippines",NA,NA,NA,NA,NA,NA,NA,-0.1095827,-0.0639054,0.0154201,0.141469,0.1894529,0.1346872,0.1214345,0.1322659,0.0419418,0.2106335,0.0391227,-0.2667247,-0.282343,-0.1948654,-0.0358885,0.0153189,-0.0849832,-0.054104,-0.1309644,-0.1139354,0.1078078,-0.0207621,0.1056895,0.2363371,0.2182195,0.2283672,0.1111293,0.1409968,0.1390056,0.0829735,0.2100385,0.283008,0.2077539,0.3129128,0.410954,0.3887074,0.1704541,0.3621912,0.3417301,0.318279,0.2429624,0.1366345,0.0587347,-0.1265662,0.0089785,0.1450052,-0.0161513,0.0599835,0.2164762,NA
612,"PCN","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"POL","Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0173623,0.1426351,0.1845994,0.0921403,0.1743442,0.1796483,0.3415671,0.2682964,0.1265905,0.0952974,0.0744013,-0.0155985,0.5958541,0.3142953,0.2782744,0.1959624,0.1221554,0.1264012,0.0944035,0.0707729
620,"PRT","Portugal",NA,-0.0656601,-0.0676552,-0.0417747,-0.0466647,0.0787431,0.0547058,0.0191666,0.031141,0.0114691,0.0455354,0.0398316,0.0690218,0.0768115,0.0934008,0.0719337,0.1070716,0.1231633,0.0209641,0.1202082,0.2548216,0.1968462,0.2187851,0.2688991,0.2651184,0.2391593,0.1667236,0.1074233,0.1126155,0.1066699,0.0634577,0.6012803,0.6135092,0.5682741,0.3340243,0.3544975,0.43752,0.409454,0.4222583,0.3716724,0.3218033,0.2525342,0.2811843,0.3045981,0.3544646,0.2520111,0.2352619,0.2766689,0.2938949,0.2742627,0.161122,0.1518074,0.1179136,0.1145681,0.0997617,0.084098,0.0582273
630,"PRI","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,"REU","Reunion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1108256,0.3282013,0.2978495,0.1571549,0.1841616,0.0460638,0.5834847,0.3358355,0.3355913,0.683652,0.4967746,0.6054151,0.6918248,0.8199148,0.3856957,0.1092387,0.0497973,0.0565316,0.0331042,0.0180988
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4452024,-0.1970616,0.0860567,0.2436591,0.2903327,0.4189225,0.2634836,0.0107305,0.0337971,0.1671644,0.194602,0.1359163,0.2485303,0.1278369,0.2078691,0.1760097,0.2409188,0.2400142,0.1722584,NA
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"SHN","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,"SPM","Saint Pierre and Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",NA,NA,NA,NA,NA,NA,-0.1178428,-0.0890776,-0.0952188,-0.0686028,-0.0636897,-0.0698736,-0.0532766,-0.0305096,-0.1433814,-0.1362726,-0.149477,-0.1769358,-0.2963979,-0.3624752,-0.2400571,-0.1959133,-0.1560496,-0.2706016,-0.2743553,-0.295696,-0.3687415,-0.0306619,-0.1092359,-0.2193998,-0.1038598,0.0474811,0.2061002,0.1013444,-0.0156085,0.0501989,0.040959,0.1367474,0.2259973,-0.1724765,-0.0749018,-0.0467829,-0.0747398,-0.0115486,-0.0978632,-0.1603351,-0.1485729,-0.0436665,0.0050081,-0.0279419,0.1596704,NA,NA,NA,NA,NA,NA
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3012099,0.3527439,0.2950411,0.1682382,0.0693914,0.1908621,0.4261327,0.3629086,0.3502122,0.2012655,0.2970055,0.3507442,0.344796,0.2517361,0.2131143,0.1227644,0.0766428,0.0850779,0.0650318,0.0462501
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6768072,0.6011465,0.613337,0.6550632,0.5090663,0.6311287,0.9538611,1.055542,0.7645743,0.712048,0.7950889,0.920099,0.5137406,0.4190169,0.3520865,0.1858054,0.1272412,0.1419936,0.0878524,0.0662143
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
