"code","iso","country","CO2GDP.1990","CO2GDP.1991","CO2GDP.1992","CO2GDP.1993","CO2GDP.1994","CO2GDP.1995","CO2GDP.1996","CO2GDP.1997","CO2GDP.1998","CO2GDP.1999","CO2GDP.2000","CO2GDP.2001","CO2GDP.2002","CO2GDP.2003","CO2GDP.2004","CO2GDP.2005","CO2GDP.2006","CO2GDP.2007","CO2GDP.2008","CO2GDP.2009","CO2GDP.2010"
4,"AFG","Afghanistan",192.02421201526,176.004537391324,91.5079770502388,86.8080163990477,83.2830459106545,79.9892210280574,75.5139852713906,69.870180063198,66.3387888635326,51.7573535645506,48.6946742877499,39.9946105140287,23.056774178179,33.7826854903612,41.1050159653328,48.4231970994332,56.5307548296945,71.8976280486178,135.647579772482,185.936402581684,177.68393201183
8,"ALB","Albania",744.226693984095,662.456443596029,375.888181610754,306.348873301256,301.798220812018,216.283776210267,196.136118888829,161.713097348536,162.943109449157,256.57164126137,243.731128136963,227.075340127794,255.234168115716,258.125655330669,256.770134093232,235.027696361702,186.459054217388,184.732162961479,162.041493036469,137.363363432914,135.954593261576
12,"DZA","Algeria",630.877947344306,609.922288060307,591.629188310072,632.877439474492,616.767144860848,600.319705932321,549.021065675341,537.342349670729,524.568762402851,520.404761301118,506.17184275065,454.285003500205,451.178572011158,435.703397429511,408.143112437591,391.706926023167,403.853590937656,413.785462340743,404.531027570379,424.295934330562,330.066267743113
16,"ASM","American Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",284.443155577429,285.778225770869,287.595219726215,406.818841956588,372.185295513361,526.464101718899,491.290923571301,459.920475284879,421.131480426162,438.637493238375,418.241518958951,420.866229612026,383.576330838428,471.367357323089,457.346436093283,350.428120914654,306.114446203551,277.503937578407,254.02643102136,259.350752480363,151.740634900346
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",458.549307576701,424.065549742962,411.824563892993,401.556519486371,374.452748040886,395.38025131849,363.97091395126,355.976230394838,332.534505127745,328.633996832187,301.147007568204,303.95452435043,306.127865811437,301.223152362969,292.42481364738,269.147161004955,239.130721005569,217.726536776168,218.235082028701,254.02222585979,389.286935332474
32,"ARG","Argentina",644.408551393099,567.759872291192,521.593986246957,471.052818513315,459.271684116282,458.609053649212,451.963458754189,422.032924367138,402.172592186219,417.114214106695,410.368677273807,387.958205800904,406.465491224423,389.554170878532,414.007720303213,364.540900944758,357.066768402499,364.095492434818,383.958490075428,369.020160319189,362.83885598341
51,"ARM","Armenia",2759.73941831112,3175.99076163902,2677.92609690453,1345.93826256573,687.324025930542,789.77996651012,547.499975353996,655.286065666778,626.430813704402,535.941723582075,560.340279384757,511.56534046381,379.796363640131,366.016676716403,347.441961513654,351.956771140008,303.316885413864,299.758363724059,300.748888815653,285.069280641909,240.227361088075
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",899.312138414319,857.870288991752,843.343486830317,829.277314619494,781.973164514412,746.68916504546,750.46982367633,734.189826212121,710.426605089796,688.93890071366,665.140024960453,614.560200212632,600.283249007743,578.000226066096,544.840240289769,540.428460304635,513.892744604474,489.771964286887,482.326203006667,444.769984718343,444.569133815912
40,"AUT","Austria",402.825915249546,401.991717982818,355.349583298156,346.457774464513,332.662549129702,332.642006793609,339.036641654418,327.394344633024,315.478359854409,294.417393065233,278.241850302065,293.067962828144,284.363691010483,295.556892301523,282.808145686482,280.374233749711,249.783842115368,232.037344240705,219.392945333723,202.682713146124,204.568721106217
31,"AZE","Azerbaijan",2962.01051127284,3145.88447202127,2818.92772348078,2988.41569656138,3305.78846438063,2935.04729643279,2630.3013725356,2343.45574773218,3158.23740949303,2687.32907871965,2429.3063029505,1446.81178927197,1278.39746268557,1189.22183928976,1103.12167932053,935.989830620367,646.550014984287,441.689575778941,414.147091705703,326.212489292409,275.453518764442
44,"BHS","Bahamas",363.735325593545,335.396177474377,342.943547796375,320.167498372644,305.497673138234,287.858524406973,271.387872118558,262.534536737727,254.524114678137,234.12012821381,220.486406154706,210.082596214644,233.322630526508,207.794413972482,230.59964636382,227.996154004668,220.655081766531,219.702823865961,223.731110209687,243.175282518854,331.446696592955
48,"BHR","Bahrain",1611.387946158,1321.98404076748,1281.95832937406,1192.13602101118,1260.85281384238,1178.10247598539,1104.9396582807,1163.10706373241,1177.56542605963,1061.71052740077,1029.88051270085,996.86369165808,988.452604812593,951.959161923884,909.777215751038,881.227975926561,889.784483296022,840.583423944702,816.835035863944,808.738488955552,791.376447483282
50,"BGD","Bangladesh",251.908343300715,223.021412027843,229.142677893787,237.562931290537,236.187283326213,269.907112362508,260.163053693155,264.936174770611,261.649354307765,247.850652376514,255.929968697586,275.548594564873,268.44444095502,262.269154345158,250.944430700517,248.416886543536,243.059917653456,233.598670443202,232.815928294664,235.193589468663,215.70782948577
52,"BRB","Barbados",355.87618851012,398.056463347452,332.94793268645,367.333353476265,233.469536443705,247.858327606437,245.484404699376,239.069176679865,287.43898260034,292.991812403292,275.206204995366,291.309042199005,298.969039344542,297.327336707577,283.742621487186,278.215504820071,264.137467420574,265.729275948834,273.514740969904,299.590206777361,268.676324507949
112,"BLR","Belarus",2724.49436174363,2621.67101220405,2283.67615743777,2025.16333343532,1912.44962191412,1827.33341989106,1782.51284723124,1535.54957058768,1341.09106537519,1248.96910300175,1180.54819274489,1089.94242753673,1047.1872304183,986.814213528183,897.221881906053,784.401746970535,736.805287267991,642.115939841111,572.071740167963,548.145478049023,496.017736069669
56,"BEL","Belgium",606.446293421568,603.612309667297,581.276618685643,555.910552413419,553.2705986142,529.377574753021,545.606297309661,510.536988266133,511.260938807027,478.795638876783,440.861815923908,425.119220084195,377.910089124952,397.511627463082,374.591644839505,351.571005040024,325.349078366568,296.511072084087,290.883276381656,283.792874619441,258.225587697952
84,"BLZ","Belize",545.63495412314,550.724846805417,476.461013721335,465.860398577398,451.375604222955,442.630386292614,349.722930145221,418.130930674748,378.741765559962,557.126728441287,552.994466925067,531.651471704096,251.478972980996,234.450459281329,222.284179619473,216.819896096344,206.28438391237,206.722159467968,187.011371950008,188.709551734294,204.750011873993
204,"BEN","Benin",98.2043615624912,84.3533573320363,87.3487305785704,95.0569286528329,86.974401831381,90.8252162311789,178.027522866646,198.463348933987,185.242220235477,215.616218430933,211.230021086677,219.842371541551,240.279073473649,259.893777869664,258.336922412988,230.654655876991,349.083653950075,376.383250178699,350.982986674222,358.264293660818,322.684445553528
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",183.874523079974,260.317997833546,286.638505391582,233.859752453594,248.292108476953,265.753877600218,298.186486863206,362.283687757375,331.034063547121,305.034260699713,287.123594051947,252.325832853968,241.153933476387,198.201366087318,148.474102632569,172.459015484338,154.897692944554,127.651052915024,127.140557348499,119.133952862984,83.7851729400337
68,"BOL","Bolivia",354.821131831121,332.721585056054,400.339770807187,435.08776500448,489.635428293815,439.379190973289,467.034880506318,480.297391975282,480.836836939347,435.091086578921,330.474536248465,239.169291539399,284.369646349864,299.786179249191,267.817901469473,358.343466132443,405.808943967228,322.294679926903,317.068868004727,318.707172400473,293.725224585838
70,"BIH","Bosnia and Herzegovina",7147.39950335674,6417.16610052792,4305.09756075114,3606.45381437607,904.373781337049,776.560449061209,495.99235503135,718.484146524753,773.794330545895,680.968564346544,836.675608828818,761.789351252206,759.196359107843,722.78470997227,711.334738032176,679.584785760168,647.957806415879,588.841148842924,613.011485567928,630.54753362078,608.496102472592
72,"BWA","Botswana",422.376745088048,369.761743021878,423.478295135503,399.48968670573,363.237249227962,351.548911322828,298.931969704159,280.125280087992,301.036496370984,294.754313550561,282.566641150742,264.303944679797,244.320708958051,216.166952606216,202.761602411389,202.776768184403,188.546360098699,171.702893648474,172.029984161343,164.823439813265,161.729573990543
76,"BRA","Brazil",284.428064456228,283.491614964064,282.236035657037,273.200638346448,265.294507965117,265.214357419837,279.712768273864,278.633680446365,284.325786965687,286.558641706574,272.237310847469,271.138256261435,258.107188751984,241.281747251621,232.506448115399,223.589192741242,211.244524000188,203.165774939593,199.799050696424,188.471177069403,177.520320549513
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",521.731995069526,479.231920038274,488.148014252371,455.722227063114,409.100431845309,457.205392011437,448.911554095144,465.114820402828,472.316415846879,458.151491548171,438.484164699145,390.002284190923,360.316780826451,391.506402428468,344.863252146729,324.013751032248,425.803941472036,422.292073894498,460.803647892868,400.957423473661,407.48524245825
100,"BGR","Bulgaria",1666.60330884774,1323.67998530013,1327.66395336104,1392.5315945847,1259.34536243008,1262.99697036688,1473.93433169023,1303.97593250033,1113.23501337022,974.529671466168,875.527206819975,879.782439191074,766.375292791432,769.138354047649,696.859804088935,654.638904489652,598.287458769669,574.697592241795,493.518282853992,429.544860437422,418.752627355065
854,"BFA","Burkina Faso",129.836269100188,123.041719473012,120.933765279293,113.708629871979,113.223717261847,101.680094808591,101.59061237742,106.857668277512,104.889071326407,104.038438050489,111.795125853547,98.2259859439549,92.6011910757407,90.2693647531515,86.0423025252342,78.161468064444,85.7044483125143,97.2933039335841,92.9780248766346,87.7759871268136,83.2592580971998
108,"BDI","Burundi",109.082701947248,113.792267024527,102.129426019023,112.708117222721,117.345497410299,120.563449527773,127.376706144065,121.326597570188,110.232913573515,107.113852314028,107.034131362702,73.8081652577629,71.8847038128582,52.5864332820762,58.5540164460231,43.6794388607899,49.7012145350389,42.5621610247507,43.7642676484466,41.129864388768,40.8102441904528
116,"KHM","Cambodia",94.4072056975283,86.8183527641971,81.7121290101218,78.3752849052472,79.6138712580605,214.601151281638,213.652205830295,203.675764380811,218.861138525232,196.309743513007,182.786345115406,178.100437878457,164.268431633747,160.788432383206,145.801573477511,141.486013924287,133.722328013808,136.824855728249,143.046370101536,145.154269767891,121.74936449546
120,"CMR","Cameroon",166.071832679711,154.274560372171,149.694507507444,382.907560595852,420.776697552322,388.333736881693,325.884503900522,318.073460494613,306.156194168083,280.974908398669,271.693863550873,240.63173919285,221.303313980483,212.125279202742,214.308294891209,200.230433958722,197.600018015155,233.583201716782,217.518823074291,238.438592277834,112.777414664459
124,"CAN","Canada",799.800887242021,769.663487879775,769.068812352381,741.518118219677,710.992381081392,694.018662972297,688.075012718073,669.375918018787,653.214895726798,616.129689134432,605.689142715934,574.245368457149,547.671483820611,553.187233074726,519.865944585344,491.021466431095,453.019444560103,440.141901255098,411.588809509146,389.61926425602,402.425215037233
132,"CPV","Cape Verde",245.051773318984,243.553898648338,259.280635338721,236.433665396666,232.117805961408,218.135816340662,246.164786883592,230.332397695947,225.642759995166,222.442959987125,220.308954743125,226.750419828701,249.182278436213,240.055882806473,233.650991303612,235.880782745953,217.873449452686,197.158860662707,179.536346754554,175.67103953753,198.3389358322
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",109.450435041421,110.36750372008,121.703438809979,122.702401916152,120.278875821473,109.64950077438,112.230927482047,109.471307082809,104.662588497306,105.399040477581,107.296207145501,95.7145982094994,94.7535730856452,95.4152875012449,83.266680641232,78.702766091417,78.5331494557527,75.9621333850813,72.8614600413549,71.0193371757145,98.5387325660875
148,"TCD","Chad",41.205845733358,17.4321155656551,19.9639975536676,26.0771120892145,24.0726678951008,23.2380126550344,23.1445965087715,22.96776410762,21.1774076758045,22.3652995489208,32.1332636145153,27.5483668376344,24.4496291159073,47.2076738229918,34.0276687496849,29.7056194237777,29.2447546413925,32.1998862798492,33.8836451662519,28.4563443435111,15.2522484163678
152,"CHL","Chile",549.213036815667,467.972304554943,431.409577037734,400.681467905176,406.06047065938,384.997520328627,407.03369136456,429.524446893945,423.23735361584,443.291672602134,370.040903882538,330.635798072499,331.336623745606,321.018496276724,317.874322644271,296.474179281131,252.827595362767,256.33545838968,264.664010758597,246.525239877113,218.687748027544
156,"CHN","China",2743.58014512604,2401.40023554814,2163.5630297368,2005.9368113806,1839.32504851938,1762.60258631153,1639.02961280117,1465.21197349447,1340.06988422769,1236.76467644911,1121.0587526565,1008.38763971946,1003.14802853023,1050.2445759656,1103.26592779969,1054.69426294449,1008.78585827509,915.744071563962,883.25978115722,879.794069611455,712.831250925972
170,"COL","Colombia",357.760601915185,346.742469811333,348.63459821967,346.946776127663,328.956949753358,314.130208384992,307.217956798258,301.760901465606,315.893557398089,278.717503540915,270.874002629674,256.030956921442,234.146138942707,225.388290181699,210.644359872546,209.479566910099,197.37979033702,172.644763925061,171.179129209581,181.578520853341,139.293225210995
174,"COM","Comoros",201.278620736917,205.765548143779,185.68058631943,176.394769221719,182.505207710157,180.423806042548,147.070660489238,138.699056347268,149.982199660347,159.467431801693,160.973131225369,158.838461021134,156.390240755562,161.376722184946,163.227679742912,162.356835742157,170.902653039692,165.276097988931,165.039968408648,160.693185874051,162.243518397067
178,"COG","Congo",149.669708964465,123.312942578767,114.360835846094,455.091972919261,433.596592911106,423.582741774788,380.16365660095,442.992562688316,405.630277237179,360.492966208214,331.335875613617,335.767546047926,297.75053624596,318.20582254767,294.035767751012,435.706784518255,403.939342907745,406.685880632902,379.079433250221,365.594519943149,97.0484215664678
184,"COK","Cook Islands",120.087336244541,120.087336244541,120.087336244541,120.087336244541,120.087336244541,120.087336244541,120.087336244541,120.087336244541,120.087336244541,159.934497816594,159.934497816594,180.131004366812,159.934497816594,180.131004366812,300.218340611354,340.065502183406,360.262008733624,360.262008733624,379.912663755458,379.912663755458,399.017467248908
188,"CRI","Costa Rica",234.042248938996,237.052312038203,263.453200921534,246.169396486804,226.207097091396,219.263568595494,208.379141907259,201.401624964431,201.119088027781,190.773999581947,199.844891507917,192.417205241109,184.002418538881,184.320793424301,165.588030675795,161.601620614905,155.771482253269,157.776318544391,155.138370640896,150.841772402951,120.674337829381
384,"CIV","Cote d'Ivoire",180.009862379784,179.05963170605,224.899022724997,234.312061669591,248.759657211109,199.159084467073,245.279675415393,235.359458875173,197.308793492265,297.059610013158,259.14090224254,221.137163267562,265.117008519277,215.612352320598,229.018638986623,227.571670545396,185.953014160947,212.880108156117,206.166896860621,169.572121780535,156.616945116426
191,"HRV","Croatia",1243.52310471418,1043.31332672921,470.817551424742,520.205118671376,464.848988480715,450.499938551298,414.448731246393,426.96596162784,439.408973678231,438.180482434039,399.495177177531,394.211958335387,386.079744350287,386.13894309607,352.537679384581,334.091609424112,306.451453120592,290.586230535189,257.307988979097,252.633267564098,232.259597506167
192,"CUB","Cuba",278.966115702479,223.112396694215,183.856198347107,168.793388429752,177.261157024793,196.221487603306,206.161157024793,222.422314049587,215.998347107438,218.780165289256,233.185950413223,221.748760330579,215.137190082645,220.847933884298,216.048760330579,220.929752066116,231.752892561983,218.509917355372,230.017355371901,255.937190082645,248.181818181818
196,"CYP","Cyprus",655.147237031508,658.566266247966,637.745576875878,658.119737750244,702.399845940705,569.666885248874,604.007807648716,561.571473317331,552.370807024794,519.478367827828,519.314226077765,470.669415522331,464.187123173685,493.489772241405,428.853542998533,406.983210141415,385.509156175393,368.27768112116,340.070546331934,333.208646499364,282.645657146974
203,"CZE","Czech Republic",1263.20256506978,1261.27054459271,1191.23726984555,1117.65282987757,1003.81920194609,935.381987667545,897.115998532868,906.293328653108,854.381306067979,760.365925867446,797.327438837298,742.416955630289,702.326126116078,665.574292575963,627.025457880819,583.032174180714,541.418726893187,497.518313763117,457.862124682217,421.289482979791,430.133383430396
180,"COD","Dem. Rep. Congo",262.871116271243,262.572500130818,264.566754141972,280.707570425927,209.226074685099,246.935149253962,251.625485640641,225.465223103307,208.567319627014,191.855073631921,154.910244058176,135.165610089737,135.181815292049,141.268477342069,138.653709594217,143.350139606667,139.605583991961,138.234503165518,138.100025619524,127.967419144839,132.499353268391
208,"DNK","Denmark",547.155202919266,621.823153234183,543.28853236661,551.915014164306,547.774106180263,496.434939096529,576.463520670303,478.743523024663,436.926085764185,393.625411804121,342.570641295589,343.162192663226,325.38918389317,358.848481524144,307.312319800068,276.857822645201,293.435612911136,257.243412871133,228.681635581717,224.8753300088,208.820930056979
262,"DJI","Djibouti",359.516718400093,363.238557309033,368.815865279739,400.215983692645,395.941401326503,400.924751503271,417.8540169853,416.536884923288,383.013650703571,399.044342000819,353.612736866143,323.448860861415,322.01031676067,311.173856947921,328.280336314919,317.857119221269,302.895631077114,280.077624781041,301.171096624801,305.366800833505,666.599690582908
212,"DMA","Dominica",155.904591183331,149.8694422456,143.833034144832,147.160394561915,158.84974841257,176.291718671603,153.480698987168,163.141913500304,146.21754667564,150.0130238106,198.016687210155,214.527406170736,194.810850156629,196.706007432375,179.652587646194,181.216439376445,155.083047713599,194.400891738272,150.568249553608,150.962067016502,148.924523469254
214,"DOM","Dominican Republic",493.878025060832,482.702037709827,488.551667559922,440.125386273645,494.808779272362,489.724232292571,473.920045587933,489.143327453102,495.879109589675,467.452621263233,464.887116534511,454.938949390287,438.652069282988,428.837802612585,355.854411088423,330.319473883379,309.84882588924,284.243529152954,259.012564702202,237.096174139217,200.741952054898
218,"ECU","Ecuador",338.414416799074,328.984070230796,342.166288138119,287.677114413389,288.689755391361,337.017966032661,352.607302516269,341.37346004979,335.048435190653,318.541155965941,323.395501015546,334.764077573185,332.998843914425,345.077132030691,325.493740772501,320.759388816239,294.75837309273,284.754443026829,256.444694233455,258.338357258078,235.044236730933
818,"EGY","Egypt",697.515499909709,686.983002526943,659.657698410019,627.015209979904,559.428823878285,556.227251147333,556.631649104989,538.859563247455,547.725566451697,508.636125416344,451.220346348215,474.407195731809,464.285218560173,451.468992557104,471.058504935068,508.861165963423,488.060700554272,473.645753851548,438.46864903741,418.712279226061,355.877590933137
222,"SLV","El Salvador",188.000434190496,220.989790319489,209.165834848519,229.530139169373,237.249277645415,242.027147086098,209.08357522786,237.654053060968,238.836095297547,221.474701246317,215.088672286573,214.014880672824,213.354285589197,215.718676514928,200.353717830221,189.6834754069,187.319449273579,176.734133788227,162.428445914777,164.971032574007,142.870431775287
226,"GNQ","Equatorial Guinea",223.967132179794,365.161161323328,346.643271741117,1521.77139785397,1328.13512283086,1247.97748302958,1376.63401473833,897.917158358002,689.714156812806,593.702966490272,535.962899559347,369.314484937574,368.766112364072,525.823495703519,429.799292999127,326.361557741824,417.819846998819,321.504726455167,267.911480825215,286.30294228371,276.699357345212
232,"ERI","Eritrea",0,0,420.919321710071,481.426064693788,454.304338550411,488.38100753311,475.418775613497,386.291904598084,289.146479539762,303.861798481774,297.508360165482,280.39450044032,255.538522105389,306.694000090179,313.852545712962,296.14551590637,209.226539307166,207.48084495133,160.391519682728,189.331046735614,171.612963263455
233,"EST","Estonia",4290.54903545064,3833.85342129399,2871.47698084244,2201.15998701896,2194.799845839,2044.59249079669,1959.2549615308,1698.42138322456,1516.91822055542,1373.48412723018,1216.61648522125,1153.31337678051,993.969124811039,1023.96339159391,936.040366944259,814.481236604032,681.828387796917,708.822255541953,642.717028770157,610.115449103138,685.924748584765
231,"ETH","Ethiopia",134.949415596522,137.502836550032,99.7662258923688,109.919901702581,122.948245867847,130.672022221867,123.528837002882,118.59091660686,125.283471995617,114.765837017519,118.972288264115,131.76668586274,132.576456505676,146.340108855309,132.704769432098,110.726953379191,103.823154859559,98.7345038640065,93.782645890345,89.2672344233657,62.5696331162314
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",450.309194727258,370.995728289592,366.630836857971,370.895931096189,370.816510449967,374.142926531044,362.681527692908,299.729368187951,278.709958151345,287.957642366742,308.996030530575,381.590500613521,271.67055329333,269.227952582548,332.302257280053,384.32076623812,364.548965104089,316.028137686748,274.399032336547,215.741497459037,335.418005669742
246,"FIN","Finland",604.016712982216,651.759429661324,581.431509930402,624.121992512575,668.987406278479,567.801478138238,647.302574603062,585.452635297837,510.941263505609,470.938068768754,411.647124343363,433.285399917206,448.297248219025,502.675378601137,449.155810050856,355.858892468513,394.666001135992,347.995564296774,290.892916273346,296.194406235672,325.6054647071
250,"FRA","France",380.093706293706,380.89157316782,342.535571160704,330.469296101121,298.794226582355,298.516254746519,307.597098736547,276.888717573141,283.020328358646,264.751606221255,241.769916699826,238.776255988208,226.8711692425,234.313261123776,226.804426326308,215.24888482829,196.16111862243,181.747269078586,173.460004381081,167.24955240325,160.524899057873
254,"GUF","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",430.296890065463,396.927001101327,436.270189669633,423.439775192415,353.229966226555,342.132976785442,341.34984146227,310.514935045432,311.22971286767,324.32467351278,311.090696607734,318.099350081537,308.878352648415,302.833968377626,290.640735477409,285.53683746168,229.701304940649,221.338407268653,210.576327390104,222.306079038969,119.764097181459
